dia_semana,br,km,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,latitude,longitude,delegacia,classificacao_acidente,postos_policiais_PRF
terça-feira,BR-381,733.5,Pleno dia,Decrescente,Nublado,Dupla,Não Informado,-21.56278,-45.2438,DEL16-MG,Risco Baixo,Alta
domingo,BR-101,78.0,Pleno dia,Crescente,Céu Claro,Dupla,Não Informado,-8.138188,-34.94749,DEL01-PE,Risco Baixo,Alta
terça-feira,BR-290,429.4,Plena Noite,Decrescente,Céu Claro,Simples,Reta,-30.29303,-54.43791,DEL11-RS,Risco Médio,Baixa
sábado,BR-101,577.0,Plena Noite,Crescente,Nublado,Dupla,Reta,-23.23386,-44.71592,DEL03-RJ,Risco Médio,Alta
terça-feira,BR-393,179.0,Pleno dia,Crescente,Céu Claro,Simples,Reta,-22.12695,-43.23513,DEL05-RJ,Risco Baixo,Média
sexta-feira,BR-476,122.0,Pleno dia,Decrescente,Nublado,Múltipla,Reta,-25.35892,-49.16382,DEL01-PR,Risco Médio,Baixa
segunda-feira,BR-116,852.7,Pleno dia,Crescente,Céu Claro,Simples,Desvio Temporário,-15.00472,-40.93943,DEL08-BA,Risco Médio,Alta
quarta-feira,BR-393,125.0,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,-21.95405,-42.8451,DEL06-RJ,Risco Baixo,Média
sexta-feira,BR-40,444.2,Pleno dia,Crescente,Chuva,Dupla,Curva,-19.28878,-44.39262,DEL02-MG,Risco Baixo,Alta
sábado,BR-364,570.0,Pleno dia,Crescente,Céu Claro,Simples,Reta,-9.480047,-63.10189,DEL03-RO,Risco Baixo,Alta
terça-feira,BR-280,52.4,Pleno dia,Crescente,Nublado,Simples,Reta,-26.47239,-48.97404,DEL03-SC,Risco Médio,Baixa
quarta-feira,BR-116,228.0,Plena Noite,Decrescente,Céu Claro,Múltipla,Não Informado,-23.50343,-46.56639,DEL01-SP,Risco Baixo,Alta
quinta-feira,BR-101,268.0,Pleno dia,Crescente,Nublado,Simples,Reta,-20.20842,-40.2694,DEL02-ES,Risco Baixo,Alta
quarta-feira,BR-116,2.0,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-29.9906,-51.18426,DEL05-RS,Risco Médio,Alta
segunda-feira,BR-230,23.0,Pleno dia,Decrescente,Sol,Simples,Reta,-7.1562,-34.8574,DEL01-PB,Risco Médio,Baixa
domingo,BR-116,385.2,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-11.91748,-38.98375,DEL02-BA,Risco Médio,Alta
segunda-feira,BR-343,340.0,Pleno dia,Crescente,Nublado,Simples,Não Informado,-5.0633,-42.7014,DEL01-PI,Risco Baixo,Baixa
segunda-feira,BR-230,136.7,Pleno dia,Crescente,Chuva,Dupla,Curva,-7.278161,-35.77198,DEL02-PB,Risco Baixo,Baixa
sexta-feira,BR-381,737.2,Pleno dia,Crescente,Céu Claro,Dupla,Curva,-21.56363,-45.24433,DEL16-MG,Risco Médio,Alta
sexta-feira,BR-277,679.5,Pleno dia,Crescente,Nublado,Dupla,Não Informado,-25.31758,-54.15684,DEL05-PR,Risco Alto,Média
terça-feira,BR-116,338.8,Pleno dia,Decrescente,Sol,Simples,Reta,-30.32784,-51.41464,DEL02-RS,Risco Baixo,Alta
domingo,BR-364,341.7,Plena Noite,Crescente,Chuva,Dupla,Reta,-10.88457,-61.93626,DEL02-RO,Risco Médio,Alta
quinta-feira,BR-316,551.0,Plena Noite,Crescente,Garoa/Chuvisco,Simples,Rotatória,-4.886555,-43.35448,DEL03-MA,Risco Baixo,Baixa
sábado,BR-116,610.2,Pleno dia,Crescente,Nevoeiro/Neblina,Simples,Reta,-20.40244,-42.1508,DEL07-MG,Risco Médio,Alta
sábado,BR-116,633.7,Pleno dia,Crescente,Céu Claro,Simples,Não Informado,-20.61606,-42.22406,DEL07-MG,Risco Médio,Alta
sexta-feira,BR-116,109.9,Anoitecer,Decrescente,Céu Claro,Simples,Não Informado,-28.9318,-51.09593,DEL05-RS,Risco Baixo,Alta
sexta-feira,BR-50,68.0,Pleno dia,Crescente,Céu Claro,Múltipla,Interseção de vias,-18.8514,-48.25346,DEL15-MG,Risco Médio,Média
sábado,BR-101,181.3,Plena Noite,Decrescente,Céu Claro,Simples,Reta,-11.36892,-37.64792,DEL02-SE,Risco Médio,Alta
sábado,BR-280,29.0,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-26.41073,-48.75304,DEL03-SC,Risco Baixo,Baixa
domingo,BR-381,159.0,Plena Noite,Decrescente,Nublado,Simples,Rotatória,-18.89047,-42.00464,DEL06-MG,Risco Médio,Alta
sexta-feira,BR-101,26.5,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-7.708262,-34.92812,DEL01-PE,Risco Médio,Alta
terça-feira,BR-277,181.1,Pleno dia,Crescente,Céu Claro,Simples,Não Informado,-25.42331,-50.10704,DEL03-PR,Risco Médio,Média
sábado,BR-381,786.7,Pleno dia,Crescente,Sol,Dupla,Não Informado,-21.90868,-45.57043,DEL16-MG,Risco Médio,Alta
terça-feira,BR-343,345.0,Pleno dia,Crescente,Céu Claro,Dupla,Interseção de vias,-5.102889,-42.76651,DEL01-PI,Risco Baixo,Baixa
quinta-feira,BR-116,151.0,Pleno dia,Crescente,Nublado,Simples,Interseção de vias,-4.916762,-37.99272,DEL03-CE,Risco Alto,Alta
segunda-feira,BR-101,216.7,Pleno dia,Decrescente,Nublado,Dupla,Reta,-27.65981,-48.67748,DEL01-SC,Risco Médio,Alta
quinta-feira,BR-235,5.8,Plena Noite,Crescente,Céu Claro,Dupla,Reta,-10.9041,-37.1278,DEL01-SE,Risco Médio,Baixa
quarta-feira,BR-116,259.4,Pleno dia,Decrescente,Céu Claro,Simples,Não Informado,-29.87095,-51.17947,DEL01-RS,Risco Médio,Alta
quarta-feira,BR-116,207.2,Plena Noite,Crescente,Céu Claro,Múltipla,Reta,-23.46326,-46.53373,DEL01-SP,Risco Médio,Alta
sábado,BR-60,58.0,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-16.18574,-48.68789,DEL02-GO,Risco Médio,Média
quinta-feira,BR-330,805.0,Anoitecer,Crescente,Nublado,Simples,Curva,-14.22195,-39.51054,DEL03-BA,Risco Médio,Baixa
sexta-feira,BR-293,234.0,Plena Noite,Decrescente,Nublado,Simples,Reta,-31.05014,-54.51571,DEL11-RS,Risco Médio,Baixa
quarta-feira,BR-316,23.0,Plena Noite,Crescente,Céu Claro,Simples,Não Informado,-7.552977,-40.53977,DEL05-PE,Risco Médio,Baixa
segunda-feira,BR-101,49.0,Amanhecer,Decrescente,Céu Claro,Múltipla,Reta,-7.900515,-34.90181,DEL01-PE,Risco Médio,Alta
quinta-feira,BR-316,35.5,Pleno dia,Crescente,Céu Claro,Simples,Reta,-9.116447,-37.60903,DEL03-AL,Risco Baixo,Baixa
segunda-feira,BR-116,3.0,Plena Noite,Crescente,Garoa/Chuvisco,Dupla,Reta,-25.07164,-48.58565,DEL01-PR,Risco Baixo,Alta
sexta-feira,BR-251,28.0,Pleno dia,Crescente,Céu Claro,Dupla,Retorno Regulamentado,-16.09324,-47.50932,DEL01-DF,Risco Médio,Baixa
sábado,BR-101,134.1,Plena Noite,Crescente,Nublado,Simples,Interseção de vias,-27.00218,-48.63643,DEL04-SC,Risco Médio,Alta
sexta-feira,BR-423,106.5,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-8.881718,-36.5728,DEL03-PE,Risco Alto,Baixa
quinta-feira,BR-324,626.0,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-12.97156,-38.51115,DEL01-BA,Risco Baixo,Baixa
sexta-feira,BR-392,1.7,Plena Noite,Crescente,Céu Claro,Simples,Curva,-32.04489,-52.08553,DEL07-RS,Risco Baixo,Média
segunda-feira,BR-381,941.0,Pleno dia,Decrescente,Nublado,Dupla,Reta,-22.8354,-46.3196,DEL16-MG,Risco Médio,Alta
terça-feira,BR-470,20.0,Plena Noite,Decrescente,Nublado,Simples,Não Informado,-26.87011,-48.82048,DEL04-SC,Risco Baixo,Baixa
sábado,BR-277,729.3,Plena Noite,Decrescente,Chuva,Dupla,Reta,-25.48996,-54.58334,DEL05-PR,Risco Médio,Média
quinta-feira,BR-467,89.0,Pleno dia,Crescente,Garoa/Chuvisco,Dupla,Reta,-24.8416,-53.6168,DEL04-PR,Risco Médio,Baixa
sexta-feira,BR-381,516.3,Pleno dia,Crescente,Sol,Dupla,Não Informado,-20.10097,-44.31943,DEL01-MG,Risco Baixo,Alta
quarta-feira,BR-262,5.0,Amanhecer,Crescente,Céu Claro,Dupla,Reta,-20.78184,-51.66572,DEL07-MS,Risco Médio,Média
quarta-feira,BR-20,9.0,Plena Noite,Crescente,Céu Claro,Dupla,Reta,-15.65467,-47.78292,DEL02-DF,Risco Baixo,Baixa
terça-feira,BR-101,35.5,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-26.24113,-48.91227,DEL03-SC,Risco Médio,Alta
domingo,BR-116,371.2,Pleno dia,Crescente,Nublado,Simples,Reta,-30.70501,-51.58128,DEL02-RS,Risco Médio,Alta
domingo,BR-153,444.0,Plena Noite,Crescente,Céu Claro,Dupla,Reta,-16.34376,-48.9245,DEL02-GO,Risco Médio,Alta
terça-feira,BR-116,56.4,Pleno dia,Crescente,Céu Claro,Simples,Não Informado,-4.212282,-38.47322,DEL03-CE,Risco Médio,Alta
quinta-feira,BR-304,231.0,Plena Noite,Crescente,Ignorado,Simples,Curva,-5.753102,-35.89256,DEL01-RN,Risco Baixo,Baixa
quarta-feira,BR-60,387.9,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-17.81477,-50.93326,DEL04-GO,Risco Médio,Média
domingo,BR-324,621.0,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-12.921,-38.467,DEL01-BA,Risco Médio,Baixa
sexta-feira,BR-153,43.0,Pleno dia,Crescente,Sol,Dupla,Reta,-18.76411,-49.07452,DEL15-MG,Risco Médio,Alta
sábado,BR-40,29.5,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-16.27372,-47.87146,DEL01-DF,Risco Baixo,Alta
sexta-feira,BR-469,12.0,Plena Noite,Crescente,Céu Claro,Dupla,Rotatória,-25.57772,-54.55644,DEL05-PR,Risco Médio,Baixa
quinta-feira,BR-277,124.0,Plena Noite,Decrescente,Chuva,Dupla,Não Informado,-25.44389,-49.55006,DEL01-PR,Risco Médio,Média
domingo,BR-381,62.2,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-23.29438,-46.57255,DEL03-SP,Risco Médio,Alta
domingo,BR-70,8.4,Amanhecer,Crescente,Céu Claro,Dupla,Curva,-15.78497,-48.12211,DEL01-DF,Risco Baixo,Baixa
domingo,BR-101,92.0,Pleno dia,Decrescente,Sol,Dupla,Reta,-10.90169,-37.13619,DEL01-SE,Risco Médio,Alta
sábado,BR-386,245.3,Plena Noite,Crescente,Nublado,Simples,Reta,-28.81314,-52.49428,DEL04-RS,Risco Médio,Média
segunda-feira,BR-369,128.0,Pleno dia,Crescente,Chuva,Dupla,Reta,-23.25463,-50.98043,DEL07-PR,Risco Médio,Baixa
quinta-feira,BR-316,251.8,Pleno dia,Crescente,Céu Claro,Simples,Reta,-9.563696,-35.97112,DEL01-AL,Risco Médio,Baixa
quinta-feira,BR-101,251.0,Plena Noite,Crescente,Chuva,Dupla,Reta,-27.9545,-48.6756,DEL02-SC,Risco Baixo,Alta
quarta-feira,BR-410,35.0,Plena Noite,Crescente,Céu Claro,Simples,Reta,-10.97784,-38.77964,DEL07-BA,Risco Médio,Baixa
sábado,BR-70,185.9,Pleno dia,Decrescente,Céu Claro,Simples,Curva,-16.0147,-49.7697,DEL02-GO,Risco Baixo,Baixa
sábado,BR-280,72.3,Pleno dia,Decrescente,Nublado,Simples,Reta,-26.45954,-49.14594,DEL03-SC,Risco Baixo,Baixa
segunda-feira,BR-158,554.0,Pleno dia,Crescente,Sol,Simples,Desvio Temporário,-13.94447,-52.1052,DEL07-MT,Risco Baixo,Baixa
sexta-feira,BR-282,32.6,Pleno dia,Decrescente,Sol,Simples,Não Informado,-27.70116,-48.80018,DEL01-SC,Risco Médio,Baixa
sábado,BR-101,97.0,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-8.253311,-35.02964,DEL01-PE,Risco Médio,Alta
sábado,BR-277,77.0,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-25.48347,-49.19134,DEL01-PR,Risco Baixo,Média
sábado,BR-364,203.0,Amanhecer,Crescente,Céu Claro,Dupla,Reta,-16.4734,-54.6545,DEL02-MT,Risco Médio,Alta
sexta-feira,BR-277,5.0,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-25.54007,-48.53538,DEL01-PR,Risco Médio,Média
domingo,BR-230,35.0,Anoitecer,Crescente,Nublado,Dupla,Reta,-7.126418,-34.94198,DEL01-PB,Risco Médio,Baixa
quarta-feira,BR-153,155.0,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-21.46234,-49.78273,DEL07-SP,Risco Médio,Alta
terça-feira,BR-116,165.1,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,-23.29692,-46.00799,DEL02-SP,Risco Alto,Alta
domingo,BR-386,38.7,Pleno dia,Decrescente,Chuva,Simples,Reta,-27.39137,-53.40078,DEL08-RS,Risco Médio,Média
sexta-feira,BR-116,786.9,Plena Noite,Crescente,Nublado,Simples,Não Informado,-14.67151,-40.48107,DEL08-BA,Risco Médio,Alta
sábado,BR-40,471.3,Plena Noite,Decrescente,Nublado,Dupla,Reta,-19.48112,-44.28454,DEL02-MG,Risco Médio,Alta
segunda-feira,BR-364,398.0,Plena Noite,Decrescente,Chuva,Simples,Reta,-10.61764,-62.33151,DEL03-RO,Risco Médio,Alta
quinta-feira,BR-316,31.0,Plena Noite,Decrescente,Céu Claro,Simples,Reta,-7.627623,-40.45677,DEL05-PE,Risco Alto,Baixa
domingo,BR-376,618.0,Plena Noite,Crescente,Chuva,Dupla,Reta,-25.59168,-49.17198,DEL01-PR,Risco Médio,Baixa
sexta-feira,BR-282,455.5,Pleno dia,Crescente,Céu Claro,Simples,Reta,-26.88862,-51.99427,DEL07-SC,Risco Médio,Baixa
quinta-feira,BR-158,327.0,Anoitecer,Crescente,Céu Claro,Dupla,Reta,-29.71495,-53.81083,DEL09-RS,Risco Médio,Baixa
sábado,BR-316,7.9,Pleno dia,Decrescente,Nublado,Dupla,Curva,-1.367807,-48.37691,DEL01-PA,Risco Médio,Baixa
segunda-feira,BR-365,623.0,Pleno dia,Decrescente,Chuva,Dupla,Curva,-18.91003,-48.30695,DEL15-MG,Risco Médio,Média
quarta-feira,BR-343,554.0,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-6.628354,-42.84626,DEL03-PI,Risco Alto,Baixa
sábado,BR-381,180.2,Plena Noite,Decrescente,Céu Claro,Simples,Reta,-19.04106,-42.14919,DEL06-MG,Risco Médio,Alta
domingo,BR-116,55.0,Amanhecer,Crescente,Nevoeiro/Neblina,Dupla,Reta,-22.76356,-45.12272,DEL08-SP,Risco Médio,Alta
sexta-feira,BR-376,195.9,Pleno dia,Crescente,Céu Claro,Dupla,Não Informado,-23.50132,-51.78473,DEL09-PR,Risco Médio,Baixa
sábado,BR-364,394.0,Pleno dia,Decrescente,Sol,Simples,Reta,-10.64531,-62.30855,DEL03-RO,Risco Médio,Alta
terça-feira,BR-381,768.0,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,-21.7562,-45.4041,DEL16-MG,Risco Médio,Alta
sábado,BR-116,335.0,Plena Noite,Crescente,Nublado,Dupla,Reta,-23.9461,-47.09839,DEL04-SP,Risco Médio,Alta
sexta-feira,BR-282,562.0,Pleno dia,Crescente,Céu Claro,Simples,Não Informado,-26.91809,-52.86346,DEL07-SC,Risco Médio,Baixa
quinta-feira,BR-232,90.0,Pleno dia,Crescente,Sol,Dupla,Curva,-8.217291,-35.65572,DEL02-PE,Risco Médio,Baixa
quinta-feira,BR-376,617.0,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,-25.58426,-49.17619,DEL01-PR,Risco Médio,Baixa
domingo,BR-116,230.0,Plena Noite,Crescente,Céu Claro,Múltipla,Reta,-23.52252,-46.58557,DEL01-SP,Risco Baixo,Alta
sexta-feira,BR-230,9.9,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-7.0433,-34.8466,DEL01-PB,Risco Médio,Baixa
sábado,BR-427,99.2,Plena Noite,Crescente,Céu Claro,Simples,Reta,-6.459299,-37.09848,DEL03-RN,Risco Alto,Baixa
terça-feira,BR-101,43.1,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,-6.865561,-35.13337,DEL01-PB,Risco Médio,Alta
segunda-feira,BR-316,25.4,Plena Noite,Crescente,Céu Claro,Dupla,Reta,-1.32527,-48.23212,DEL01-PA,Risco Alto,Baixa
domingo,BR-50,43.0,Pleno dia,Decrescente,Nublado,Dupla,Reta,-18.69834,-48.18554,DEL15-MG,Risco Médio,Média
quinta-feira,BR-393,177.0,Plena Noite,Decrescente,Céu Claro,Simples,Reta,-22.13053,-43.22041,DEL05-RJ,Risco Médio,Média
quarta-feira,BR-316,144.2,Plena Noite,Crescente,Céu Claro,Simples,Reta,-9.39697,-36.72068,DEL03-AL,Risco Médio,Baixa
domingo,BR-470,9.9,Pleno dia,Decrescente,Céu Claro,Simples,Não Informado,-26.83361,-48.73646,DEL04-SC,Risco Médio,Baixa
domingo,BR-361,102.7,Plena Noite,Crescente,Nublado,Simples,Reta,-7.262691,-38.05917,DEL03-PB,Risco Alto,Baixa
sábado,BR-476,326.3,Plena Noite,Crescente,Céu Claro,Simples,Reta,-26.09304,-50.78026,DEL02-PR,Risco Baixo,Baixa
domingo,BR-163,306.4,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-21.92812,-54.53456,DEL02-MS,Risco Baixo,Alta
segunda-feira,BR-472,581.0,Plena Noite,Decrescente,Céu Claro,Simples,Reta,-29.79654,-57.09157,DEL13-RS,Risco Médio,Baixa
sábado,BR-392,20.3,Pleno dia,Decrescente,Nublado,Dupla,Reta,-32.08573,-52.1969,DEL07-RS,Risco Médio,Média
terça-feira,BR-116,311.0,Anoitecer,Crescente,Céu Claro,Dupla,Curva,-22.46087,-44.44296,DEL07-RJ,Risco Médio,Alta
quinta-feira,BR-364,15.9,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-12.7351,-60.15393,DEL04-RO,Risco Médio,Alta
quarta-feira,BR-101,739.6,Pleno dia,Decrescente,Céu Claro,Simples,Desvio Temporário,-16.5271,-39.5673,DEL09-BA,Risco Alto,Alta
sábado,BR-153,239.0,Plena Noite,Crescente,Céu Claro,Simples,Reta,-20.29847,-49.20615,DEL13-MG,Risco Baixo,Alta
sábado,BR-158,78.0,Pleno dia,Decrescente,Nublado,Simples,Não Informado,-19.55017,-51.25438,DEL08-MS,Risco Médio,Baixa
terça-feira,BR-470,5.7,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-26.89937,-48.65459,DEL04-SC,Risco Baixo,Baixa
segunda-feira,BR-381,489.9,Plena Noite,Crescente,Céu Claro,Dupla,Não Informado,-19.96503,-44.17422,DEL01-MG,Risco Médio,Alta
segunda-feira,BR-364,425.0,Plena Noite,Crescente,Céu Claro,Simples,Não Informado,-10.43752,-62.4717,DEL03-RO,Risco Médio,Alta
sexta-feira,BR-163,249.0,Pleno dia,Crescente,Céu Claro,Simples,Reta,-22.32666,-54.81776,DEL04-MS,Risco Médio,Alta
sábado,BR-50,107.3,Pleno dia,Decrescente,Céu Claro,Dupla,Não Informado,-19.20346,-48.15086,DEL13-MG,Risco Alto,Média
terça-feira,BR-40,598.4,Plena Noite,Crescente,Céu Claro,Simples,Curva,-20.42275,-43.87204,DEL05-MG,Risco Médio,Alta
sexta-feira,BR-101,108.5,Pleno dia,Decrescente,Nublado,Dupla,Não Informado,-26.82942,-48.69252,DEL03-SC,Risco Médio,Alta
quinta-feira,BR-290,152.8,Pleno dia,Crescente,Sol,Simples,Reta,-30.10602,-51.73959,DEL02-RS,Risco Médio,Baixa
domingo,BR-277,4.5,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-25.5682,-48.61529,DEL01-PR,Risco Médio,Média
domingo,BR-324,528.0,Plena Noite,Crescente,Céu Claro,Dupla,Reta,-12.3281,-38.86201,DEL01-BA,Risco Médio,Baixa
terça-feira,BR-101,82.2,Pleno dia,Crescente,Céu Claro,Múltipla,Não Informado,-8.168383,-34.9376,DEL01-PE,Risco Médio,Alta
sexta-feira,BR-101,270.0,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-20.22662,-40.27075,DEL02-ES,Risco Médio,Alta
quinta-feira,BR-10,258.1,Pleno dia,Decrescente,Céu Claro,Simples,Reta,-5.486637,-47.47206,DEL04-MA,Risco Médio,Baixa
domingo,BR-101,313.0,Amanhecer,Crescente,Céu Claro,Dupla,Reta,-22.8096,-43.0687,DEL02-RJ,Risco Médio,Alta
terça-feira,BR-277,43.7,Amanhecer,Decrescente,Nevoeiro/Neblina,Dupla,Curva,-25.57438,-48.85419,DEL01-PR,Risco Alto,Média
terça-feira,BR-40,485.0,Pleno dia,Crescente,Sol,Dupla,Retorno Regulamentado,-19.58096,-44.22889,DEL02-MG,Risco Médio,Alta
quinta-feira,BR-290,63.7,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,-29.93692,-50.88606,DEL03-RS,Risco Baixo,Baixa
sábado,BR-262,353.0,Anoitecer,Decrescente,Nublado,Dupla,Reta,-19.95948,-44.15416,DEL01-MG,Risco Alto,Média
segunda-feira,BR-470,186.2,Plena Noite,Decrescente,Garoa/Chuvisco,Simples,Reta,-27.25415,-50.03328,DEL04-SC,Risco Baixo,Baixa
sábado,BR-435,119.5,Plena Noite,Crescente,Nublado,Simples,Reta,-13.18624,-60.77446,DEL04-RO,Risco Médio,Baixa
terça-feira,BR-376,303.0,Plena Noite,Crescente,Céu Claro,Dupla,Curva,-23.95072,-51.11891,DEL07-PR,Risco Baixo,Baixa
sábado,BR-116,345.0,Pleno dia,Decrescente,Nublado,Dupla,Não Informado,-24.03551,-47.18593,DEL04-SP,Risco Médio,Alta
quarta-feira,BR-232,78.0,Plena Noite,Crescente,Céu Claro,Simples,Reta,-8.193437,-35.55186,DEL01-PE,Risco Médio,Baixa
domingo,BR-406,159.0,Pleno dia,Crescente,Ignorado,Simples,Reta,-5.712904,-35.37266,DEL02-RN,Risco Médio,Baixa
terça-feira,BR-222,3.4,Pleno dia,Decrescente,Nublado,Dupla,Reta,-3.74091,-38.59928,DEL01-CE,Risco Médio,Baixa
quinta-feira,BR-40,2.8,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-16.00007,-47.98454,DEL01-DF,Risco Médio,Alta
quarta-feira,BR-116,40.0,Plena Noite,Decrescente,Céu Claro,Simples,Reta,-8.957855,-39.21079,DEL05-PE,Risco Médio,Alta
sábado,BR-101,285.5,Pleno dia,Decrescente,Chuva,Dupla,Curva,-28.24502,-48.69977,DEL02-SC,Risco Baixo,Alta
sábado,BR-101,153.0,Plena Noite,Decrescente,Céu Claro,Dupla,Retorno Regulamentado,-27.1539,-48.6107,DEL04-SC,Risco Baixo,Alta
quinta-feira,BR-40,2.0,Pleno dia,Crescente,Céu Claro,Dupla,Reta,-16.06713,-47.98423,DEL01-DF,Risco Médio,Alta
segunda-feira,BR-104,82.7,Amanhecer,Decrescente,Garoa/Chuvisco,Simples,Reta,-8.414513,-35.9671,DEL02-PE,Risco Médio,Baixa
domingo,BR-364,540.4,Pleno dia,Crescente,Céu Claro,Simples,Curva,-9.725236,-63.119,DEL03-RO,Risco Baixo,Alta
quarta-feira,BR-116,523.5,Pleno dia,Crescente,Chuva,Simples,Reta,-7.6344,-39.02719,DEL05-CE,Risco Médio,Alta
domingo,BR-280,20.9,Pleno dia,Crescente,Céu Claro,Simples,Reta,-26.3699,-48.68224,DEL03-SC,Risco Baixo,Baixa
domingo,BR-262,443.0,Plena Noite,Decrescente,Céu Claro,Dupla,Interseção de vias,-19.8718,-44.9695,DEL08-MG,Risco Médio,Média
segunda-feira,BR-153,237.3,Anoitecer,Decrescente,Céu Claro,Simples,Reta,-20.2833,-49.19598,DEL13-MG,Risco Médio,Alta
quinta-feira,BR-153,60.8,Anoitecer,Crescente,Nublado,Dupla,Reta,-20.80173,-49.35531,DEL09-SP,Risco Médio,Alta
quinta-feira,BR-40,565.3,Pleno dia,Crescente,Nublado,Simples,Interseção de vias,-20.17242,-43.9658,DEL01-MG,Risco Médio,Alta
segunda-feira,BR-101,264.0,Pleno dia,Crescente,Céu Claro,Dupla,Não Informado,-20.17293,-40.26736,DEL02-ES,Risco Médio,Alta
terça-feira,BR-277,4.0,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-25.49209,-54.58325,DEL05-PR,Risco Baixo,Média
sábado,BR-259,81.2,Amanhecer,Crescente,Céu Claro,Simples,Reta,-19.51174,-40.84735,DEL02-ES,Risco Médio,Baixa
sábado,BR-381,654.5,Pleno dia,Decrescente,Nublado,Dupla,Não Informado,-20.99438,-44.96042,DEL04-MG,Risco Médio,Alta
terça-feira,BR-277,338.7,Pleno dia,Crescente,Céu Claro,Simples,Não Informado,-25.34078,-51.43177,DEL03-PR,Risco Médio,Média
quarta-feira,BR-40,668.5,Plena Noite,Crescente,Céu Claro,Simples,Reta,-20.96122,-43.78866,DEL05-MG,Risco Médio,Alta
sexta-feira,BR-70,17.5,Plena Noite,Crescente,Céu Claro,Dupla,Reta,-15.79237,-48.20686,DEL01-DF,Risco Médio,Baixa
domingo,BR-116,89.9,Plena Noite,Decrescente,Chuva,Dupla,Reta,-22.93931,-45.37875,DEL08-SP,Risco Baixo,Alta
sábado,BR-101,331.0,Plena Noite,Decrescente,Nublado,Dupla,Reta,-28.45568,-48.98127,DEL02-SC,Risco Médio,Alta
terça-feira,BR-101,5.5,Pleno dia,Decrescente,Sol,Dupla,Reta,-6.556391,-35.13189,DEL01-PB,Risco Médio,Alta
quarta-feira,BR-146,543.9,Plena Noite,Decrescente,Céu Claro,Simples,Interseção de vias,-21.35837,-46.47345,DEL09-MG,Risco Médio,Baixa
domingo,BR-465,18.0,Pleno dia,Crescente,Céu Claro,Simples,Reta,-22.84324,-43.60808,DEL01-RJ,Risco Alto,Baixa
terça-feira,BR-163,75.4,Anoitecer,Decrescente,Céu Claro,Simples,Não Informado,-25.79257,-53.77899,DEL02-PR,Risco Alto,Alta
sexta-feira,BR-262,319.0,Pleno dia,Crescente,Chuva,Dupla,Rotatória,-20.87268,-51.48792,DEL07-MS,Risco Baixo,Média
terça-feira,BR-135,20.5,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,-2.731439,-44.33163,DEL01-MA,Risco Médio,Baixa
sexta-feira,BR-381,753.6,Pleno dia,Decrescente,Céu Claro,Dupla,Curva,-21.66586,-45.31115,DEL16-MG,Risco Médio,Alta
sexta-feira,BR-493,23.0,Plena Noite,Crescente,Chuva,Simples,Reta,-22.65705,-43.06174,DEL02-RJ,Risco Médio,Baixa
sábado,BR-153,420.3,Plena Noite,Decrescente,Céu Claro,Simples,Reta,-9.577328,-48.6185,DEL02-TO,Risco Baixo,Alta
segunda-feira,BR-230,22.2,Plena Noite,Crescente,Ignorado,Dupla,Reta,-7.154754,-34.8563,DEL01-PB,Risco Médio,Baixa
domingo,BR-116,107.0,Plena Noite,Crescente,Garoa/Chuvisco,Dupla,Reta,-25.56784,-49.23418,DEL01-PR,Risco Médio,Alta
domingo,BR-101,133.0,Pleno dia,Decrescente,Céu Claro,Dupla,Viaduto,-27.0021,-48.6362,DEL04-SC,Risco Médio,Alta
